filename	analysis_alias	analysis_accession
a90c6067-eeda-4e33-877b-c8f6a41536b8/analysis.a90c6067-eeda-4e33-877b-c8f6a41536b8.GNOS.xml.gz.gpg	a90c6067-eeda-4e33-877b-c8f6a41536b8	EGAZ00001225757
b4fae429-3844-49aa-ad9f-0455af8213f7/analysis.b4fae429-3844-49aa-ad9f-0455af8213f7.GNOS.xml.gz.gpg	b4fae429-3844-49aa-ad9f-0455af8213f7	EGAZ00001225680
1ebeb611-3f93-4ed2-86c5-2f5e8d890947/analysis.1ebeb611-3f93-4ed2-86c5-2f5e8d890947.GNOS.xml.gz.gpg	1ebeb611-3f93-4ed2-86c5-2f5e8d890947	EGAZ00001225708
3f58e104-e008-4dc7-a3ea-5e9b5796ef2a/analysis.3f58e104-e008-4dc7-a3ea-5e9b5796ef2a.GNOS.xml.gz.gpg	3f58e104-e008-4dc7-a3ea-5e9b5796ef2a	EGAZ00001225726
d2db86ef-f9db-448a-a66c-d54a8f98e80c/analysis.d2db86ef-f9db-448a-a66c-d54a8f98e80c.GNOS.xml.gz.gpg	d2db86ef-f9db-448a-a66c-d54a8f98e80c	EGAZ00001223889
364452b0-738c-4856-8fdd-71d07ccbadcd/analysis.364452b0-738c-4856-8fdd-71d07ccbadcd.GNOS.xml.gz.gpg	364452b0-738c-4856-8fdd-71d07ccbadcd	EGAZ00001225740
66366668-7783-4a8a-b139-c8023febb1ea/analysis.66366668-7783-4a8a-b139-c8023febb1ea.GNOS.xml.gz.gpg	66366668-7783-4a8a-b139-c8023febb1ea	EGAZ00001225808
42716429-b184-4e7a-93ce-d67edcfc3132/analysis.42716429-b184-4e7a-93ce-d67edcfc3132.GNOS.xml.gz.gpg	42716429-b184-4e7a-93ce-d67edcfc3132	EGAZ00001223790
b9e9637a-3f0e-43ec-b4e0-19d0b0c91985/analysis.b9e9637a-3f0e-43ec-b4e0-19d0b0c91985.GNOS.xml.gz.gpg	b9e9637a-3f0e-43ec-b4e0-19d0b0c91985	EGAZ00001225777
cf374904-23c1-4356-bb53-39c20180dab3/analysis.cf374904-23c1-4356-bb53-39c20180dab3.GNOS.xml.gz.gpg	cf374904-23c1-4356-bb53-39c20180dab3	EGAZ00001223886
e2d742f6-2e30-43fd-81ae-abe8aaace927/analysis.e2d742f6-2e30-43fd-81ae-abe8aaace927.GNOS.xml.gz.gpg	e2d742f6-2e30-43fd-81ae-abe8aaace927	EGAZ00001225733
9d211d0d-1277-40f8-b471-858948a10630/analysis.9d211d0d-1277-40f8-b471-858948a10630.GNOS.xml.gz.gpg	9d211d0d-1277-40f8-b471-858948a10630	EGAZ00001223853
7e43f2b8-1113-411f-9b52-b60f7e045e0c/analysis.7e43f2b8-1113-411f-9b52-b60f7e045e0c.GNOS.xml.gz.gpg	7e43f2b8-1113-411f-9b52-b60f7e045e0c	EGAZ00001225718
7c1e9322-3960-4319-a5df-c86297e57c26/analysis.7c1e9322-3960-4319-a5df-c86297e57c26.GNOS.xml.gz.gpg	7c1e9322-3960-4319-a5df-c86297e57c26	EGAZ00001223835
eba7b49b-91fa-4b1a-9d2a-bf19009ec8bc/analysis.eba7b49b-91fa-4b1a-9d2a-bf19009ec8bc.GNOS.xml.gz.gpg	eba7b49b-91fa-4b1a-9d2a-bf19009ec8bc	EGAZ00001225721
744ce694-0100-42a0-816e-b58dfa6ccc33/analysis.744ce694-0100-42a0-816e-b58dfa6ccc33.GNOS.xml.gz.gpg	744ce694-0100-42a0-816e-b58dfa6ccc33	EGAZ00001225820
2b3ec5d4-a67a-4b09-8c89-83ac4c435fd8/analysis.2b3ec5d4-a67a-4b09-8c89-83ac4c435fd8.GNOS.xml.gz.gpg	2b3ec5d4-a67a-4b09-8c89-83ac4c435fd8	EGAZ00001225784
